strategy,rep,max_lc_unfusions,max_p_unfusions,qubits,depth,pt,pcnot,initial_gate_count,initial_2Q_count,initial_T_count,final_gate_count,final_2Q_count,final_T_count,optimisation_time,2Q_reduction,gate_reduction
cFlow,0,4.0,3.0,10,1000,0.05,0.3,1000,323,49,496,251,37,70.23277808283456,22.291021671826627,50.4
cFlow,0,5.0,3.0,10,1000,0.05,0.3,1000,323,49,496,251,37,66.58540066704154,22.291021671826627,50.4
cFlow,0,0.0,4.0,10,1000,0.05,0.3,1000,323,49,480,246,37,69.2914540830534,23.8390092879257,52.0
cFlow,0,1.0,4.0,10,1000,0.05,0.3,1000,323,49,498,245,37,65.07801316678524,24.14860681114552,50.2
cFlow,0,2.0,4.0,10,1000,0.05,0.3,1000,323,49,498,247,37,69.68267633300275,23.529411764705884,50.2
cFlow,0,3.0,4.0,10,1000,0.05,0.3,1000,323,49,498,247,37,65.01354983309284,23.529411764705884,50.2
cFlow,0,4.0,4.0,10,1000,0.05,0.3,1000,323,49,498,247,37,93.89186308393256,23.529411764705884,50.2
cFlow,0,5.0,4.0,10,1000,0.05,0.3,1000,323,49,498,247,37,87.59147858410142,23.529411764705884,50.2
cFlow,0,0.0,5.0,10,1000,0.05,0.3,1000,323,49,489,246,37,66.76906287507154,23.8390092879257,51.1
cFlow,0,1.0,5.0,10,1000,0.05,0.3,1000,323,49,503,245,37,80.43684308300726,24.14860681114552,49.7
cFlow,0,2.0,5.0,10,1000,0.05,0.3,1000,323,49,501,250,37,64.91842133295722,22.60061919504644,49.9
cFlow,0,3.0,5.0,10,1000,0.05,0.3,1000,323,49,501,250,37,68.41215574997477,22.60061919504644,49.9
cFlow,0,4.0,5.0,10,1000,0.05,0.3,1000,323,49,501,250,37,81.43747608317062,22.60061919504644,49.9
cFlow,0,5.0,5.0,10,1000,0.05,0.3,1000,323,49,501,250,37,71.56164720794186,22.60061919504644,49.9
full_reduce,0,,,10,1000,0.06,0.3,1000,299,61,457,311,53,0.108579667052254,-4.013377926421405,54.3
gFlow,0,,,10,1000,0.06,0.3,1000,299,61,527,252,53,0.229661582969129,15.719063545150501,47.3
ZX-heur,0,,,10,1000,0.06,0.3,1000,299,61,554,275,53,4.045679792063311,8.02675585284281,44.6
cFlow,0,0.0,0.0,10,1000,0.06,0.3,1000,299,61,539,256,53,0.8984982918482274,14.381270903010034,46.1
cFlow,0,1.0,1.0,10,1000,0.06,0.3,1000,299,61,525,239,53,9.66112079215236,20.066889632107024,47.5
cFlow,0,2.0,2.0,10,1000,0.06,0.3,1000,299,61,535,248,53,25.799291624920443,17.05685618729097,46.5
cFlow,0,3.0,3.0,10,1000,0.06,0.3,1000,299,61,533,246,53,40.531918625114486,17.725752508361204,46.7
cFlow,0,4.0,4.0,10,1000,0.06,0.3,1000,299,61,528,242,53,50.58375112502836,19.06354515050167,47.2
cFlow,0,5.0,5.0,10,1000,0.06,0.3,1000,299,61,533,245,53,53.839214249979705,18.06020066889632,46.7
full_reduce,0,,,10,1000,0.07,0.3,1000,319,77,540,372,63,0.1181097500957548,-16.614420062695924,46.0
gFlow,0,,,10,1000,0.07,0.3,1000,319,77,581,298,63,0.2461244161240756,6.58307210031348,41.9
ZX-heur,0,,,10,1000,0.07,0.3,1000,319,77,611,314,63,4.088198957964778,1.567398119122257,38.9
cFlow,0,0.0,0.0,10,1000,0.07,0.3,1000,319,77,570,299,63,0.9821942499838768,6.269592476489028,43.0
cFlow,0,1.0,1.0,10,1000,0.07,0.3,1000,319,77,555,287,63,10.805311749922112,10.031347962382446,44.5
cFlow,0,2.0,2.0,10,1000,0.07,0.3,1000,319,77,546,271,63,30.015469959005717,15.047021943573668,45.4
cFlow,0,3.0,3.0,10,1000,0.07,0.3,1000,319,77,545,270,63,43.640499875182286,15.360501567398119,45.5
cFlow,0,4.0,4.0,10,1000,0.07,0.3,1000,319,77,552,273,63,50.326802249997854,14.420062695924765,44.8
cFlow,0,5.0,5.0,10,1000,0.07,0.3,1000,319,77,552,273,63,53.75259370799176,14.420062695924765,44.8
full_reduce,0,,,10,1000,0.08,0.3,1000,308,74,446,307,54,0.090332250110805,0.3246753246753247,55.4
gFlow,0,,,10,1000,0.08,0.3,1000,308,74,576,286,54,0.2214997501578182,7.142857142857143,42.4
ZX-heur,0,,,10,1000,0.08,0.3,1000,308,74,582,300,54,5.8336376659572124,2.5974025974025974,41.8
cFlow,0,0.0,0.0,10,1000,0.08,0.3,1000,308,74,580,285,54,0.9123028749600052,7.467532467532467,42.0
cFlow,0,1.0,1.0,10,1000,0.08,0.3,1000,308,74,567,272,54,11.150143041042613,11.688311688311689,43.3
cFlow,0,2.0,2.0,10,1000,0.08,0.3,1000,308,74,547,255,54,31.700255958829075,17.207792207792206,45.3
cFlow,0,3.0,3.0,10,1000,0.08,0.3,1000,308,74,545,252,54,42.620361249893904,18.181818181818183,45.5
cFlow,0,4.0,4.0,10,1000,0.08,0.3,1000,308,74,546,252,54,47.5849862920586,18.181818181818183,45.4
cFlow,0,5.0,5.0,10,1000,0.08,0.3,1000,308,74,546,253,54,49.41302108298987,17.857142857142858,45.4
full_reduce,0,,,10,1000,0.09,0.3,1000,313,73,485,336,55,0.1070103750098496,-7.348242811501597,51.5
gFlow,0,,,10,1000,0.09,0.3,1000,313,73,604,291,55,0.2283086669631302,7.0287539936102235,39.6
ZX-heur,0,,,10,1000,0.09,0.3,1000,313,73,618,308,55,6.901894374983385,1.597444089456869,38.2
cFlow,0,0.0,0.0,10,1000,0.09,0.3,1000,313,73,587,293,55,0.9371369171421976,6.389776357827476,41.3
cFlow,0,1.0,1.0,10,1000,0.09,0.3,1000,313,73,575,282,55,10.657726167002693,9.904153354632587,42.5
cFlow,0,2.0,2.0,10,1000,0.09,0.3,1000,313,73,583,280,55,28.408613999839872,10.543130990415335,41.7
cFlow,0,3.0,3.0,10,1000,0.09,0.3,1000,313,73,577,275,55,36.964345207903534,12.140575079872205,42.3
cFlow,0,4.0,4.0,10,1000,0.09,0.3,1000,313,73,577,275,55,42.220902415923774,12.140575079872205,42.3
cFlow,0,5.0,5.0,10,1000,0.09,0.3,1000,313,73,577,275,55,44.48670654091984,12.140575079872205,42.3
full_reduce,0,,,10,1000,0.1,0.3,1000,299,103,541,367,71,0.1008662080857902,-22.74247491638796,45.9
gFlow,0,,,10,1000,0.1,0.3,1000,299,103,564,277,71,0.2330414589960128,7.357859531772576,43.6
ZX-heur,0,,,10,1000,0.1,0.3,1000,299,103,554,277,71,7.554746707901359,7.357859531772576,44.6
cFlow,0,0.0,0.0,10,1000,0.1,0.3,1000,299,103,553,279,71,0.8911305000074208,6.688963210702341,44.7
cFlow,0,1.0,1.0,10,1000,0.1,0.3,1000,299,103,547,264,71,12.488352624932304,11.705685618729097,45.3
cFlow,0,2.0,2.0,10,1000,0.1,0.3,1000,299,103,531,254,71,31.903869666857645,15.050167224080267,46.9
cFlow,0,3.0,3.0,10,1000,0.1,0.3,1000,299,103,531,251,71,50.98164208303206,16.05351170568562,46.9
cFlow,0,4.0,4.0,10,1000,0.1,0.3,1000,299,103,531,251,71,66.03897816711105,16.05351170568562,46.9
cFlow,0,5.0,5.0,10,1000,0.1,0.3,1000,299,103,533,248,71,74.15373541694134,17.05685618729097,46.7
full_reduce,0,,,10,1000,0.11,0.3,1000,308,111,562,377,81,0.0974639169871807,-22.4025974025974,43.8
gFlow,0,,,10,1000,0.11,0.3,1000,308,111,603,273,81,0.208661374868825,11.363636363636363,39.7
ZX-heur,0,,,10,1000,0.11,0.3,1000,308,111,603,282,81,8.487690417096019,8.441558441558442,39.7
cFlow,0,0.0,0.0,10,1000,0.11,0.3,1000,308,111,591,274,81,0.8123264999594539,11.03896103896104,40.9
cFlow,0,1.0,1.0,10,1000,0.11,0.3,1000,308,111,593,267,81,11.839945416897535,13.311688311688311,40.7
cFlow,0,2.0,2.0,10,1000,0.11,0.3,1000,308,111,585,263,81,31.54579395800829,14.61038961038961,41.5
cFlow,0,3.0,3.0,10,1000,0.11,0.3,1000,308,111,585,258,81,55.73522141599096,16.233766233766232,41.5
cFlow,0,4.0,4.0,10,1000,0.11,0.3,1000,308,111,583,260,81,66.40644154185429,15.584415584415584,41.7
cFlow,0,5.0,5.0,10,1000,0.11,0.3,1000,308,111,581,254,81,71.61824745801277,17.532467532467532,41.9
full_reduce,0,,,10,1000,0.12,0.3,1000,319,89,519,358,65,0.1011647500563412,-12.225705329153605,48.1
gFlow,0,,,10,1000,0.12,0.3,1000,319,89,587,291,65,0.2345820830669254,8.77742946708464,41.3
ZX-heur,0,,,10,1000,0.12,0.3,1000,319,89,597,312,65,9.773970583919436,2.19435736677116,40.3
cFlow,0,0.0,0.0,10,1000,0.12,0.3,1000,319,89,570,287,65,0.9223421250935644,10.031347962382446,43.0
cFlow,0,1.0,1.0,10,1000,0.12,0.3,1000,319,89,573,286,65,10.839243459049612,10.344827586206897,42.7
cFlow,0,2.0,2.0,10,1000,0.12,0.3,1000,319,89,571,286,65,25.41210720897652,10.344827586206897,42.9
cFlow,0,3.0,3.0,10,1000,0.12,0.3,1000,319,89,569,279,65,38.166451750090346,12.539184952978056,43.1
cFlow,0,4.0,4.0,10,1000,0.12,0.3,1000,319,89,569,279,65,42.65934233390726,12.539184952978056,43.1
cFlow,0,5.0,5.0,10,1000,0.12,0.3,1000,319,89,569,279,65,43.35997979203239,12.539184952978056,43.1
full_reduce,0,,,10,1000,0.13,0.3,1000,290,136,620,424,82,0.1119935831520706,-46.206896551724135,38.0
gFlow,0,,,10,1000,0.13,0.3,1000,290,136,582,276,82,0.2137722917832434,4.827586206896552,41.8
ZX-heur,0,,,10,1000,0.13,0.3,1000,290,136,588,295,82,8.122456332901493,-1.7241379310344827,41.2
cFlow,0,0.0,0.0,10,1000,0.13,0.3,1000,290,136,570,272,82,0.8554006249178201,6.206896551724138,43.0
cFlow,0,1.0,1.0,10,1000,0.13,0.3,1000,290,136,572,268,82,10.783713417127728,7.586206896551724,42.8
cFlow,0,2.0,2.0,10,1000,0.13,0.3,1000,290,136,553,245,82,29.414251666981727,15.517241379310345,44.7
cFlow,0,3.0,3.0,10,1000,0.13,0.3,1000,290,136,569,251,82,43.93465725006536,13.448275862068966,43.1
cFlow,0,4.0,4.0,10,1000,0.13,0.3,1000,290,136,564,247,82,50.00257583404891,14.827586206896552,43.6
cFlow,0,5.0,5.0,10,1000,0.13,0.3,1000,290,136,564,247,82,52.43372333305888,14.827586206896552,43.6
full_reduce,0,,,10,1000,0.14,0.3,1000,289,136,591,400,84,0.0896833329461515,-38.4083044982699,40.9
gFlow,0,,,10,1000,0.14,0.3,1000,289,136,557,261,84,0.2021208750084042,9.688581314878892,44.3
ZX-heur,0,,,10,1000,0.14,0.3,1000,289,136,568,274,84,11.982678832951931,5.190311418685121,43.2
cFlow,0,0.0,0.0,10,1000,0.14,0.3,1000,289,136,547,262,84,0.7568133338354528,9.342560553633218,45.3
cFlow,0,1.0,1.0,10,1000,0.14,0.3,1000,289,136,540,252,84,10.120020000031218,12.802768166089965,46.0
cFlow,0,2.0,2.0,10,1000,0.14,0.3,1000,289,136,545,245,84,25.094481125008315,15.22491349480969,45.5
cFlow,0,3.0,3.0,10,1000,0.14,0.3,1000,289,136,534,235,84,34.53540541604161,18.685121107266436,46.6
cFlow,0,4.0,4.0,10,1000,0.14,0.3,1000,289,136,534,235,84,40.75885329092853,18.685121107266436,46.6
cFlow,0,5.0,5.0,10,1000,0.14,0.3,1000,289,136,529,235,84,44.645633708219975,18.685121107266436,47.1
full_reduce,0,,,10,1000,0.15,0.3,1000,309,150,663,451,100,0.1174894159194082,-45.954692556634306,33.7
gFlow,0,,,10,1000,0.15,0.3,1000,309,150,598,276,100,0.2059459169395268,10.679611650485437,40.2
ZX-heur,0,,,10,1000,0.15,0.3,1000,309,150,612,291,100,10.645029583014548,5.825242718446602,38.8
cFlow,0,0.0,0.0,10,1000,0.15,0.3,1000,309,150,612,287,100,0.7024952918291092,7.119741100323624,38.8
cFlow,0,1.0,1.0,10,1000,0.15,0.3,1000,309,150,589,263,100,9.045557083096355,14.88673139158576,41.1
cFlow,0,2.0,2.0,10,1000,0.15,0.3,1000,309,150,605,269,100,24.410207834094763,12.944983818770227,39.5
cFlow,0,3.0,3.0,10,1000,0.15,0.3,1000,309,150,597,268,100,36.22714570793323,13.268608414239482,40.3
cFlow,0,4.0,4.0,10,1000,0.15,0.3,1000,309,150,595,267,100,40.80464383307845,13.592233009708737,40.5
cFlow,0,5.0,5.0,10,1000,0.15,0.3,1000,309,150,595,267,100,42.091181666823104,13.592233009708737,40.5
cFlow,0,2.0,2.0,10,100,0.1,0.3,100,34,3,65,31,3,2.326022374909371,8.823529411764707,35.0
cFlow,0,2.0,2.0,10,200,0.1,0.3,200,60,18,129,57,18,7.0001530409790576,5.0,35.5
cFlow,0,2.0,2.0,10,300,0.1,0.3,300,78,24,161,82,16,5.30831795791164,-5.128205128205129,46.333333333333336
cFlow,0,2.0,2.0,10,400,0.1,0.3,400,127,49,258,122,33,7.070370292058215,3.937007874015748,35.5
cFlow,0,2.0,2.0,10,500,0.1,0.3,500,131,53,256,115,39,12.568364375038072,12.213740458015268,48.8
cFlow,0,2.0,2.0,10,600,0.1,0.3,600,152,68,329,138,48,12.061236375011504,9.210526315789474,45.166666666666664
cFlow,0,2.0,2.0,10,700,0.1,0.3,700,201,86,408,181,56,17.276327915955335,9.950248756218905,41.714285714285715
cFlow,0,2.0,2.0,10,800,0.1,0.3,800,237,90,440,199,66,22.37099725008011,16.033755274261605,45.0
cFlow,0,2.0,2.0,10,900,0.1,0.3,900,255,99,481,222,71,21.88547929096967,12.941176470588236,46.55555555555556
cFlow,0,2.0,2.0,10,1000,0.1,0.3,1000,305,89,513,249,61,30.035440750187263,18.360655737704917,48.7
cFlow,0,2.0,2.0,10,1100,0.1,0.3,1100,330,118,616,278,80,31.30193366692401,15.757575757575758,44.0
cFlow,0,2.0,2.0,10,1200,0.1,0.3,1200,341,111,605,289,85,43.17592170787975,15.249266862170089,49.583333333333336
cFlow,0,2.0,2.0,10,1300,0.1,0.3,1300,392,129,722,339,87,34.61011958308518,13.520408163265307,44.46153846153846
cFlow,0,2.0,2.0,10,1400,0.1,0.3,1400,412,132,734,337,100,39.512739042053,18.203883495145632,47.57142857142857
cFlow,0,2.0,2.0,10,1500,0.1,0.3,1500,441,150,784,355,108,39.4553323329892,19.501133786848072,47.733333333333334
cFlow,0,2.0,2.0,10,1600,0.1,0.3,1600,477,146,862,387,104,54.50828029192053,18.867924528301888,46.125
cFlow,0,2.0,2.0,10,1700,0.1,0.3,1700,554,168,944,454,112,66.92789291706868,18.050541516245488,44.470588235294116
cFlow,0,2.0,2.0,10,1800,0.1,0.3,1800,542,186,950,460,128,62.00881416699849,15.129151291512915,47.22222222222222
cFlow,0,2.0,2.0,10,1900,0.1,0.3,1900,555,178,982,449,126,57.51726745790802,19.0990990990991,48.31578947368421
cFlow,0,2.0,2.0,10,2000,0.1,0.3,2000,604,172,1083,497,132,69.22314608283341,17.71523178807947,45.85
full_reduce,1,,,10,1000,0.0,0.3,1000,267,0,129,87,0,0.0509931670967489,67.41573033707866,87.1
gFlow,1,,,10,1000,0.0,0.3,1000,267,0,453,239,0,0.2369607500731945,10.486891385767791,54.7
ZX-heur,1,,,10,1000,0.0,0.3,1000,267,0,456,257,0,13.569379332941024,3.745318352059925,54.4
cFlow,1,0.0,0.0,10,1000,0.0,0.3,1000,267,0,435,239,0,1.193411499960348,10.486891385767791,56.5
cFlow,1,1.0,1.0,10,1000,0.0,0.3,1000,267,0,424,239,0,13.751468959031628,10.486891385767791,57.6
cFlow,1,2.0,2.0,10,1000,0.0,0.3,1000,267,0,435,240,0,36.05176316713914,10.112359550561798,56.5
cFlow,1,3.0,3.0,10,1000,0.0,0.3,1000,267,0,430,231,0,67.61676475009881,13.48314606741573,57.0
cFlow,1,4.0,4.0,10,1000,0.0,0.3,1000,267,0,436,238,0,95.1828740001656,10.861423220973784,56.4
cFlow,1,5.0,5.0,10,1000,0.0,0.3,1000,267,0,436,238,0,111.84651275002398,10.861423220973784,56.4
full_reduce,1,,,10,1000,0.01,0.3,1000,303,12,195,135,12,0.0616891249082982,55.445544554455445,80.5
gFlow,1,,,10,1000,0.01,0.3,1000,303,12,553,284,12,0.2513388339430094,6.270627062706271,44.7
ZX-heur,1,,,10,1000,0.01,0.3,1000,303,12,563,300,12,14.310766624985265,0.9900990099009901,43.7
cFlow,1,0.0,0.0,10,1000,0.01,0.3,1000,303,12,538,285,12,1.1100888748187572,5.9405940594059405,46.2
cFlow,1,1.0,1.0,10,1000,0.01,0.3,1000,303,12,529,274,12,12.654868667013943,9.570957095709572,47.1
cFlow,1,2.0,2.0,10,1000,0.01,0.3,1000,303,12,544,264,12,30.49921500007622,12.871287128712872,45.6
cFlow,1,3.0,3.0,10,1000,0.01,0.3,1000,303,12,537,266,12,42.52006691601128,12.211221122112212,46.3
cFlow,1,4.0,4.0,10,1000,0.01,0.3,1000,303,12,533,269,12,48.54299804219045,11.221122112211221,46.7
cFlow,1,5.0,5.0,10,1000,0.01,0.3,1000,303,12,533,269,12,49.137608541874215,11.221122112211221,46.7
full_reduce,1,,,10,1000,0.02,0.3,1000,277,21,243,175,19,0.0612848750315606,36.82310469314079,75.7
gFlow,1,,,10,1000,0.02,0.3,1000,277,21,472,243,19,0.2430338750127703,12.274368231046932,52.8
ZX-heur,1,,,10,1000,0.02,0.3,1000,277,21,493,259,19,18.72952670790255,6.498194945848375,50.7
cFlow,1,0.0,0.0,10,1000,0.02,0.3,1000,277,21,458,243,19,1.1188852910418063,12.274368231046932,54.2
cFlow,1,1.0,1.0,10,1000,0.02,0.3,1000,277,21,462,241,19,12.087423915974796,12.99638989169675,53.8
cFlow,1,2.0,2.0,10,1000,0.02,0.3,1000,277,21,439,229,19,38.08479562494904,17.32851985559567,56.1
cFlow,1,3.0,3.0,10,1000,0.02,0.3,1000,277,21,441,228,19,61.55995949986391,17.689530685920577,55.9
cFlow,1,4.0,4.0,10,1000,0.02,0.3,1000,277,21,450,229,19,85.38884399994276,17.32851985559567,55.0
cFlow,1,5.0,5.0,10,1000,0.02,0.3,1000,277,21,450,229,19,96.56680279108696,17.32851985559567,55.0
full_reduce,1,,,10,1000,0.03,0.3,1000,298,34,309,212,28,0.0759989160578697,28.859060402684563,69.1
gFlow,1,,,10,1000,0.03,0.3,1000,298,34,516,279,28,0.2291327079292386,6.375838926174497,48.4
ZX-heur,1,,,10,1000,0.03,0.3,1000,298,34,541,291,28,14.27322120894678,2.348993288590604,45.9
cFlow,1,0.0,0.0,10,1000,0.03,0.3,1000,298,34,543,282,28,0.98199824988842,5.369127516778524,45.7
cFlow,1,1.0,1.0,10,1000,0.03,0.3,1000,298,34,519,272,28,12.225145458010957,8.724832214765101,48.1
cFlow,1,2.0,2.0,10,1000,0.03,0.3,1000,298,34,496,258,28,29.50729524996132,13.422818791946309,50.4
cFlow,1,3.0,3.0,10,1000,0.03,0.3,1000,298,34,500,258,28,49.06177749997005,13.422818791946309,50.0
cFlow,1,4.0,4.0,10,1000,0.03,0.3,1000,298,34,500,257,28,50.41815000004135,13.758389261744966,50.0
cFlow,1,5.0,5.0,10,1000,0.03,0.3,1000,298,34,500,257,28,57.077344374964014,13.758389261744966,50.0
full_reduce,1,,,10,1000,0.04,0.3,1000,292,36,308,213,28,0.0913430829532444,27.054794520547944,69.2
gFlow,1,,,10,1000,0.04,0.3,1000,292,36,550,268,28,0.2409658748656511,8.219178082191782,45.0
ZX-heur,1,,,10,1000,0.04,0.3,1000,292,36,537,275,28,18.3639975420665,5.821917808219178,46.3
cFlow,1,0.0,0.0,10,1000,0.04,0.3,1000,292,36,540,268,28,0.9756341672036796,8.219178082191782,46.0
cFlow,1,1.0,1.0,10,1000,0.04,0.3,1000,292,36,530,259,28,11.730089416960254,11.301369863013699,47.0
cFlow,1,2.0,2.0,10,1000,0.04,0.3,1000,292,36,520,244,28,29.181891874875877,16.438356164383563,48.0
cFlow,1,3.0,3.0,10,1000,0.04,0.3,1000,292,36,505,239,28,40.152260000118986,18.15068493150685,49.5
cFlow,1,4.0,4.0,10,1000,0.04,0.3,1000,292,36,505,239,28,45.9563639590051,18.15068493150685,49.5
cFlow,1,5.0,5.0,10,1000,0.04,0.3,1000,292,36,505,239,28,50.0334724590648,18.15068493150685,49.5
full_reduce,1,,,10,1000,0.05,0.3,1000,330,48,402,278,40,0.092353958170861,15.757575757575758,59.8
gFlow,1,,,10,1000,0.05,0.3,1000,330,48,576,302,40,0.2306971249636262,8.484848484848484,42.4
ZX-heur,1,,,10,1000,0.05,0.3,1000,330,48,573,313,40,21.265518416883424,5.151515151515151,42.7
cFlow,1,0.0,0.0,10,1000,0.05,0.3,1000,330,48,573,305,40,0.9645794581156224,7.575757575757576,42.7
cFlow,1,1.0,1.0,10,1000,0.05,0.3,1000,330,48,532,296,40,14.268510499969125,10.303030303030303,46.8
cFlow,1,2.0,2.0,10,1000,0.05,0.3,1000,330,48,542,292,40,44.97219466697425,11.515151515151516,45.8
cFlow,1,3.0,3.0,10,1000,0.05,0.3,1000,330,48,519,275,40,93.86499562487006,16.666666666666668,48.1
cFlow,1,4.0,4.0,10,1000,0.05,0.3,1000,330,48,515,276,40,126.36144675011748,16.363636363636363,48.5
cFlow,1,5.0,5.0,10,1000,0.05,0.3,1000,330,48,524,277,40,154.3000749158673,16.060606060606062,47.6
full_reduce,1,,,10,1000,0.06,0.3,1000,268,56,439,295,48,0.0922193748410791,-10.074626865671641,56.1
gFlow,1,,,10,1000,0.06,0.3,1000,268,56,498,238,48,0.2270642500370741,11.194029850746269,50.2
ZX-heur,1,,,10,1000,0.06,0.3,1000,268,56,522,258,48,23.131446541985497,3.7313432835820897,47.8
cFlow,1,0.0,0.0,10,1000,0.06,0.3,1000,268,56,507,238,48,0.9559173751622438,11.194029850746269,49.3
cFlow,1,1.0,1.0,10,1000,0.06,0.3,1000,268,56,507,228,48,10.49801708292216,14.925373134328359,49.3
cFlow,1,2.0,2.0,10,1000,0.06,0.3,1000,268,56,497,212,48,23.673991250107065,20.895522388059703,50.3
cFlow,1,3.0,3.0,10,1000,0.06,0.3,1000,268,56,496,214,48,28.184174499940127,20.149253731343283,50.4
cFlow,1,4.0,4.0,10,1000,0.06,0.3,1000,268,56,498,218,48,28.677490290952846,18.65671641791045,50.2
cFlow,1,5.0,5.0,10,1000,0.06,0.3,1000,268,56,498,218,48,29.07416604179889,18.65671641791045,50.2
full_reduce,1,,,10,1000,0.07,0.3,1000,307,60,467,318,52,0.094609374878928,-3.583061889250814,53.3
gFlow,1,,,10,1000,0.07,0.3,1000,307,60,555,276,52,0.2382977919187396,10.09771986970684,44.5
ZX-heur,1,,,10,1000,0.07,0.3,1000,307,60,564,290,52,21.56513383402489,5.537459283387622,43.6
cFlow,1,0.0,0.0,10,1000,0.07,0.3,1000,307,60,548,272,52,0.9762156668584794,11.400651465798045,45.2
cFlow,1,1.0,1.0,10,1000,0.07,0.3,1000,307,60,536,268,52,14.407840500120074,12.703583061889251,46.4
cFlow,1,2.0,2.0,10,1000,0.07,0.3,1000,307,60,527,257,52,35.18359245778993,16.286644951140065,47.3
cFlow,1,3.0,3.0,10,1000,0.07,0.3,1000,307,60,534,259,52,47.21235287492164,15.635179153094462,46.6
cFlow,1,4.0,4.0,10,1000,0.07,0.3,1000,307,60,528,254,52,58.94812941690907,17.263843648208468,47.2
cFlow,1,5.0,5.0,10,1000,0.07,0.3,1000,307,60,528,254,52,63.72341654100455,17.263843648208468,47.2
full_reduce,1,,,10,1000,0.08,0.3,1000,310,82,491,326,54,0.1065028749871999,-5.161290322580645,50.9
gFlow,1,,,10,1000,0.08,0.3,1000,310,82,562,277,54,0.2269869169685989,10.64516129032258,43.8
ZX-heur,1,,,10,1000,0.08,0.3,1000,310,82,580,301,54,19.04164812504314,2.903225806451613,42.0
cFlow,1,0.0,0.0,10,1000,0.08,0.3,1000,310,82,546,277,54,0.9168325420469046,10.64516129032258,45.4
cFlow,1,1.0,1.0,10,1000,0.08,0.3,1000,310,82,548,270,54,12.00825816602446,12.903225806451612,45.2
cFlow,1,2.0,2.0,10,1000,0.08,0.3,1000,310,82,557,265,54,38.16228145780042,14.516129032258064,44.3
cFlow,1,3.0,3.0,10,1000,0.08,0.3,1000,310,82,546,262,54,67.50251016602851,15.483870967741936,45.4
cFlow,1,4.0,4.0,10,1000,0.08,0.3,1000,310,82,546,262,54,98.68131787492894,15.483870967741936,45.4
cFlow,1,5.0,5.0,10,1000,0.08,0.3,1000,310,82,545,261,54,110.65696245781146,15.806451612903226,45.5
full_reduce,1,,,10,1000,0.09,0.3,1000,280,96,479,315,56,0.0978677079547196,-12.5,52.1
gFlow,1,,,10,1000,0.09,0.3,1000,280,96,525,249,56,0.204874041955918,11.071428571428571,47.5
ZX-heur,1,,,10,1000,0.09,0.3,1000,280,96,494,254,56,20.10217158403248,9.285714285714286,50.6
cFlow,1,0.0,0.0,10,1000,0.09,0.3,1000,280,96,508,248,56,0.9632251660805196,11.428571428571429,49.2
cFlow,1,1.0,1.0,10,1000,0.09,0.3,1000,280,96,478,235,56,12.776292124995962,16.071428571428573,52.2
cFlow,1,2.0,2.0,10,1000,0.09,0.3,1000,280,96,466,225,56,28.24091099994257,19.642857142857142,53.4
cFlow,1,3.0,3.0,10,1000,0.09,0.3,1000,280,96,474,226,56,40.34893679106608,19.285714285714285,52.6
cFlow,1,4.0,4.0,10,1000,0.09,0.3,1000,280,96,472,226,56,46.93653900013305,19.285714285714285,52.8
cFlow,1,5.0,5.0,10,1000,0.09,0.3,1000,280,96,472,226,56,49.665100916987285,19.285714285714285,52.8
full_reduce,1,,,10,1000,0.1,0.3,1000,302,95,567,398,77,0.0944227911531925,-31.788079470198674,43.3
gFlow,1,,,10,1000,0.1,0.3,1000,302,95,551,273,77,0.2127954999450594,9.602649006622517,44.9
ZX-heur,1,,,10,1000,0.1,0.3,1000,302,95,584,290,77,21.69642174988985,3.9735099337748343,41.6
cFlow,1,0.0,0.0,10,1000,0.1,0.3,1000,302,95,559,269,77,0.8751295001711696,10.927152317880795,44.1
cFlow,1,1.0,1.0,10,1000,0.1,0.3,1000,302,95,562,266,77,11.334596999920905,11.920529801324504,43.8
cFlow,1,2.0,2.0,10,1000,0.1,0.3,1000,302,95,532,251,77,26.20886204205453,16.887417218543046,46.8
cFlow,1,3.0,3.0,10,1000,0.1,0.3,1000,302,95,529,250,77,39.4851714160759,17.218543046357617,47.1
cFlow,1,4.0,4.0,10,1000,0.1,0.3,1000,302,95,531,251,77,46.26230183406733,16.887417218543046,46.9
cFlow,1,5.0,5.0,10,1000,0.1,0.3,1000,302,95,530,250,77,49.65895391604863,17.218543046357617,47.0
full_reduce,1,,,10,1000,0.11,0.3,1000,290,113,518,344,77,0.0987579999491572,-18.620689655172413,48.2
gFlow,1,,,10,1000,0.11,0.3,1000,290,113,542,254,77,0.2125972909852862,12.413793103448276,45.8
ZX-heur,1,,,10,1000,0.11,0.3,1000,290,113,547,271,77,28.42591170896776,6.551724137931035,45.3
cFlow,1,0.0,0.0,10,1000,0.11,0.3,1000,290,113,521,254,77,0.8254826669581234,12.413793103448276,47.9
cFlow,1,1.0,1.0,10,1000,0.11,0.3,1000,290,113,517,250,77,11.928979916963726,13.793103448275861,48.3
cFlow,1,2.0,2.0,10,1000,0.11,0.3,1000,290,113,534,243,77,27.04507283400744,16.20689655172414,46.6
cFlow,1,3.0,3.0,10,1000,0.11,0.3,1000,290,113,532,241,77,41.515791833167896,16.896551724137932,46.8
cFlow,1,4.0,4.0,10,1000,0.11,0.3,1000,290,113,532,241,77,46.71848475001752,16.896551724137932,46.8
